City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,andkhoy,36.9529,65.1238,23.57,22,0,3.47,AF,1684967182
367,bamiantong,44.9333,130.5333,15.97,56,32,3.21,CN,1684967182
368,hanceville,34.0607,-86.7675,27.57,60,69,2.77,US,1684967182
369,colac,-38.3333,143.5833,11.57,50,86,6.38,AU,1684967183
370,argo,37.6333,22.7333,18.77,73,4,1.02,GR,1684967183
371,maues,-3.3836,-57.7186,27.06,80,98,0.2,BR,1684967183
372,owando,-0.4819,15.8999,24.68,79,53,1.49,CG,1684967183
373,codajas,-3.8367,-62.0569,25.26,96,100,0.42,BR,1684967183
374,lodja,-3.4833,23.4333,23.21,73,59,1.17,CD,1684967184
375,happy valley-goose bay,53.3168,-60.3315,9.17,93,100,2.57,CA,1684967184
376,cabedelo,-6.9811,-34.8339,26.37,82,4,2.7,BR,1684967184
377,helong,42.5397,128.9972,15.2,49,20,2.9,CN,1684967184
378,obo,5.3998,26.4869,20.71,89,45,0.83,CF,1684967185
379,suntar,62.1444,117.6319,7.82,49,30,2.63,RU,1684967185
380,belmopan,17.25,-88.7667,36.21,45,96,2.83,BZ,1684967185
381,tabou,4.423,-7.3528,26.67,89,100,4.52,CI,1684967185
382,banamba,13.55,-7.45,35.73,26,93,4.12,ML,1684967185
383,island harbour,50.724,-1.2758,15.55,77,61,0.45,GB,1684967186
384,slupsk,54.4641,17.0287,10.81,97,17,2.96,PL,1684967186
385,puerto salgar,5.463,-74.6544,30.17,70,100,1.94,CO,1684967186
386,roma,43.2128,-75.4557,12.63,78,100,8.75,US,1684967186
387,keningau,5.3378,116.1602,22.59,97,100,0.24,MY,1684967159
388,kamachumu,-1.6186,31.62,17.6,81,78,2.08,TZ,1684967187
389,colwyn bay,53.2948,-3.7267,13.3,42,64,2.24,GB,1684967187
390,mar del plata,-38.0023,-57.5575,16.72,97,75,2.57,AR,1684966915
391,horad zhodzina,54.0983,28.3325,12.15,82,16,1.82,BY,1684967187
392,pingliang,35.5392,106.6861,14.65,43,98,1.88,CN,1684967188
393,broome,42.2506,-75.833,12.23,85,100,0.45,US,1684967188
394,palikir - national government center,6.9248,158.1611,29.47,70,75,2.06,FM,1684967188
395,bonanza,14.0289,-84.591,32.99,39,91,0.21,NI,1684967188
396,holualoa,19.6228,-155.9522,25.91,84,75,5.66,US,1684967060
397,slave lake,55.2834,-114.769,9.99,87,83,2.06,CA,1684966950
398,balakhta,55.38,91.6,1.46,69,48,1.56,RU,1684967189
399,labytnangi,66.6572,66.4183,10.0,65,0,2.15,RU,1684967189
400,coquimbo,-29.9533,-71.3436,16.85,82,20,4.12,CL,1684966957
401,akureyri,65.6835,-18.0878,6.96,45,75,4.63,IS,1684967189
402,misratah,32.3754,15.0925,19.75,81,0,8.33,LY,1684967190
403,lusambo,-4.9667,23.45,23.71,67,22,0.76,CD,1684967190
404,kudahuvadhoo,2.6708,72.8944,28.24,75,46,3.82,MV,1684967190
405,harper,4.375,-7.7169,26.68,88,100,4.75,LR,1684967190
406,i-n-salah,27.1935,2.4607,29.16,12,100,4.42,DZ,1684967191
407,rawai,7.7797,98.3253,31.1,99,32,5.23,TH,1684967191
408,fale old settlement,-9.3852,-171.2468,27.83,74,89,1.81,TK,1684967191
409,racine,42.7495,-88.0751,17.7,60,0,5.66,US,1684967191
410,taroa,8.7058,171.2275,27.79,78,99,6.32,MH,1684967192
411,codrington,-38.2667,141.9667,11.52,90,100,5.98,AU,1684967192
412,onguday,50.75,86.15,9.58,72,91,0.95,RU,1684966903
413,mareeba,-17.0,145.4333,20.8,88,78,1.75,AU,1684967192
414,swakopmund,-22.6833,14.5333,13.88,85,49,1.79,NA,1684967192
415,edd,13.9297,41.6925,32.02,58,6,4.72,ER,1684967193
416,ko pha ngan,9.7578,100.0291,26.38,74,99,6.54,TH,1684967193
417,taksimo,56.3444,114.8794,7.57,79,100,2.05,RU,1684967041
418,floro,61.5996,5.0328,8.31,81,100,7.2,NO,1684967193
419,sint michiel liber,12.15,-68.9833,28.9,84,20,4.12,CW,1684967193
420,twon-brass,4.3151,6.2418,27.85,80,92,4.71,NG,1684967194
421,moengo,5.6167,-54.4,25.19,92,81,1.44,SR,1684967194
422,kone,-21.0595,164.8658,22.67,50,13,2.04,NC,1684967194
423,kiruna,67.8557,20.2251,3.51,70,1,10.29,SE,1684967199
424,aykhal,66.0,111.5,-0.59,92,99,5.41,RU,1684967200
425,mouila,-1.8685,11.0559,24.12,97,82,0.78,GA,1684967200
426,yuanping,38.7153,112.7575,15.32,60,100,0.85,CN,1684967200
427,chui,-33.6971,-53.4616,20.97,77,100,3.06,UY,1684966914
428,naze,28.3667,129.4833,21.51,75,72,3.95,JP,1684967200
429,bratsk,56.1325,101.6142,2.27,97,100,6.85,RU,1684967201
430,jishu,44.3167,126.8,17.22,43,100,7.46,CN,1684967201
431,kindu,-2.95,25.95,22.5,81,64,0.65,CD,1684967201
432,port blair,11.6667,92.75,28.47,74,90,4.46,IN,1684967201
433,itoman,26.1247,127.6694,25.01,67,75,1.54,JP,1684967202
434,taoudenni,22.6783,-3.9836,28.72,32,100,2.93,ML,1684967202
435,ciudad bolivar,8.1222,-63.5497,31.98,51,98,2.99,VE,1684967202
436,ambovombe,-25.1667,46.0833,18.67,64,35,4.05,MG,1684967202
437,prachuap khiri khan,12.2167,99.75,24.91,79,98,2.74,TH,1684966932
438,boa vista,2.8197,-60.6733,25.99,89,75,4.12,BR,1684967203
439,marsh harbour,26.5412,-77.0636,26.75,66,94,0.42,BS,1684967203
440,mugia,43.1041,-9.2179,18.42,85,49,9.68,ES,1684967203
441,nuku'alofa,-21.1333,-175.2,26.19,69,40,2.57,TO,1684967203
442,pisz,53.6274,21.8125,14.13,72,75,1.61,PL,1684967204
443,sturgis,41.7992,-85.4192,22.14,21,0,6.17,US,1684967085
444,saudarkrokur,65.7461,-19.6394,4.17,66,55,9.14,IS,1684967204
445,letterkenny,54.95,-7.7333,7.46,95,2,1.16,IE,1684967204
446,waseca,44.0777,-93.5074,29.36,38,73,6.17,US,1684967204
447,tayu,-6.5397,111.0518,24.05,90,19,3.41,ID,1684967205
448,bouca,6.5105,18.2733,23.54,76,100,2.19,CF,1684967205
449,sergeyevka,53.88,67.4158,15.23,47,24,0.15,KZ,1684967205
450,kapa'a,22.0752,-159.319,27.18,72,75,6.69,US,1684966950
451,novodvinsk,64.4165,40.8122,13.38,90,2,2.04,RU,1684967206
452,suva,-18.1416,178.4415,23.71,83,75,2.57,FJ,1684967206
453,amahai,-3.3333,128.9167,28.33,89,53,3.25,ID,1684967206
454,san clemente del tuyu,-36.3569,-56.7235,17.21,99,100,3.26,AR,1684967206
455,ghat,24.9647,10.1728,30.05,11,85,0.67,LY,1684967206
456,goito,45.2549,10.6721,18.82,90,100,2.24,IT,1684967207
457,mikuni,36.2171,136.1519,12.95,66,100,3.28,JP,1684967207
458,kwolla,8.9333,9.2833,27.76,67,27,1.83,NG,1684967207
459,new norfolk,-42.7826,147.0587,13.72,70,74,1.79,AU,1684967208
460,kaoma,-14.7833,24.8,16.36,51,0,1.71,ZM,1684967208
461,lerwick,60.1545,-1.1494,9.0,77,7,9.54,GB,1684967208
462,vila velha,-20.3297,-40.2925,22.19,85,40,2.06,BR,1684967208
463,nampula,-15.1165,39.2666,16.42,97,0,1.13,MZ,1684967208
464,yantzaza,-3.8278,-78.7594,23.93,95,64,0.62,EC,1684967209
465,saipan,15.1355,145.701,27.76,82,100,20.33,MP,1684967209
466,dunedin,-45.8742,170.5036,11.71,69,90,2.24,NZ,1684967210
467,togur,58.3631,82.8265,3.7,66,74,2.46,RU,1684967210
468,fort st. john,56.2499,-120.8529,17.94,48,75,2.57,CA,1684966995
469,bodo,67.28,14.405,7.1,79,75,11.83,NO,1684967210
470,abepura,-2.6333,140.5833,25.45,83,40,0.0,ID,1684967211
471,gorgan,36.8387,54.4348,21.98,78,0,3.09,IR,1684967211
472,auki,-8.7676,160.7034,27.99,77,40,0.95,SB,1684967211
473,copiapo,-27.3667,-70.3333,13.83,45,0,1.28,CL,1684966603
474,peterhead,57.5058,-1.7981,9.22,86,2,2.45,GB,1684967211
475,hadibu,12.65,54.0333,29.08,73,19,3.71,YE,1684967212
476,pratt,37.6439,-98.7376,27.12,39,0,3.6,US,1684967212
477,marquard,-28.6645,27.4305,11.0,28,92,2.19,ZA,1684967212
478,calvia,39.5657,2.5062,18.84,76,7,3.31,ES,1684967212
479,bikenibeu village,1.3673,173.1241,28.98,84,40,2.57,KI,1684967213
480,freetown,8.484,-13.2299,27.0,85,85,1.84,SL,1684967095
481,francistown,-21.17,27.5079,17.07,50,5,2.54,BW,1684967213
482,yura,-16.2522,-71.6797,17.29,29,0,2.57,PE,1684967213
483,namdrik,5.5994,168.1028,25.22,89,100,4.41,MH,1684967213
484,sandpoint,48.2766,-116.5533,22.14,44,0,3.6,US,1684967214
485,nyurba,63.2842,118.3319,6.01,49,22,2.45,RU,1684967214
486,vikulovo,56.8167,70.6107,16.28,70,93,2.51,RU,1684967214
487,jhargram,22.45,86.9833,29.01,64,53,2.23,IN,1684967214
488,lamu,-2.2717,40.902,25.12,83,14,4.79,KE,1684967215
489,hobyo,5.3505,48.5268,25.73,83,100,7.76,SO,1684967215
490,sangmelima,2.9333,11.9833,21.1,95,84,1.04,CM,1684967215
491,tondano,1.3038,124.9112,21.05,91,99,1.26,ID,1684967215
492,newcastle,-32.9272,151.7765,13.14,55,0,4.63,AU,1684967216
493,urumqi,43.801,87.6005,17.53,34,0,3.0,CN,1684967216
494,celestun,20.8667,-90.4,28.89,63,4,5.88,MX,1684967216
495,carutapera,-1.195,-46.02,25.66,86,99,3.31,BR,1684967216
496,viedma,-40.8135,-62.9967,13.49,28,100,3.87,AR,1684967217
497,antsiranana,-12.2787,49.2917,22.8,87,33,1.75,MG,1684967217
498,chipata,-13.6333,32.65,16.38,67,0,2.28,ZM,1684967217
499,wladyslawowo,54.7909,18.4009,13.75,92,21,3.05,PL,1684967217
500,port douglas,-16.4833,145.4667,23.73,70,63,7.28,AU,1684967217
501,dar chioukh,34.8964,3.4854,13.43,68,31,5.02,DZ,1684967218
502,amasra,41.7463,32.3863,14.17,92,46,1.53,TR,1684967218
503,isna,25.2934,32.554,29.01,14,4,5.77,EG,1684967218
504,sombrerete,23.6333,-103.65,26.33,14,47,1.8,MX,1684967218
505,thomasville,35.8826,-80.082,24.84,45,56,0.89,US,1684967218
506,kani keli,-12.9536,45.1033,24.59,68,11,3.82,YT,1684967219
507,tamandare,-8.7597,-35.1047,24.95,88,1,1.47,BR,1684967219
508,dauphin,51.1494,-100.0502,20.08,49,0,9.77,CA,1684967219
509,wuchang,44.9143,127.15,18.73,41,100,8.36,CN,1684967219
510,vung tau,10.346,107.0843,27.79,81,95,5.26,VN,1684967220
511,hasaki,35.7333,140.8333,17.22,57,100,1.93,JP,1684967220
512,pacocha,-17.5833,-71.3333,18.94,84,25,3.08,PE,1684967220
513,tocopilla,-22.092,-70.1979,19.18,75,17,2.76,CL,1684967220
514,nelson bay,-32.7167,152.15,12.78,82,65,2.24,AU,1684967220
515,cruzeiro do sul,-29.5128,-51.9853,22.51,82,0,1.03,BR,1684967221
516,taber,49.8167,-112.1518,20.11,46,92,3.6,CA,1684967106
517,rongelap,11.1635,166.8941,27.81,78,100,7.16,MH,1684967221
518,zeya,53.75,127.2667,11.95,71,65,1.46,RU,1684967221
519,visakhapatnam,17.69,83.2093,28.1,70,17,4.88,IN,1684967222
520,vilyuysk,63.7553,121.6247,5.61,47,69,2.92,RU,1684967222
521,recreo,-29.2818,-65.061,20.75,92,66,1.76,AR,1684967222
522,waingapu,-9.6567,120.2641,23.48,89,3,3.15,ID,1684967222
523,gumushkhane,40.4603,39.4814,12.9,69,4,2.32,TR,1684967222
524,amga,60.8953,131.9608,8.0,66,9,0.39,RU,1684967223
525,mattoon,39.4831,-88.3728,29.74,30,75,4.63,US,1684967223
526,qala i naw,34.9874,63.1289,20.99,32,0,1.26,AF,1684967223
527,anlu,31.1661,112.5831,17.14,90,77,2.12,CN,1684967223
528,barauna,-5.08,-37.6167,24.71,76,95,2.68,BR,1684966961
529,vikhorevka,56.1201,101.1636,2.77,97,100,5.76,RU,1684967224
530,kharp,66.8014,65.8081,10.01,77,1,1.87,RU,1684967224
531,rurrenabaque,-14.4413,-67.5278,24.39,91,94,1.23,BO,1684967224
532,aljezur,37.3191,-8.8033,16.0,86,22,0.87,PT,1684967225
533,alaghsas,17.0187,8.0168,36.22,15,54,1.71,NE,1684967225
534,tholey,49.4837,7.0369,10.0,59,85,3.08,DE,1684967225
535,balboa,2.0396,-77.2168,20.57,87,97,1.9,CO,1684967225
536,bor,56.3567,44.0669,15.96,95,54,2.29,RU,1684967226
537,lensk,60.7253,114.9278,8.21,63,99,3.27,RU,1684967226
538,yichang,30.7144,111.2847,17.65,92,92,0.16,CN,1684967226
539,redencao,-4.2258,-38.7306,23.55,93,97,0.65,BR,1684967226
540,neryungri,56.6709,124.6491,4.64,71,33,1.41,RU,1684967227
541,sampit,-2.5333,112.95,23.22,96,99,1.0,ID,1684967227
542,gbarnga,6.9956,-9.4722,23.88,97,100,0.68,LR,1684967227
543,dudinka,69.4058,86.1778,-0.15,93,100,0.45,RU,1684967227
544,tanggu,39.0211,117.6469,18.98,51,100,7.86,CN,1684967228
545,iwanai,42.9744,140.5089,16.4,49,19,2.36,JP,1684967228
546,copala,16.65,-98.9833,31.68,57,100,5.04,MX,1684967228
547,chernyshevskiy,63.0128,112.4714,3.47,86,91,5.27,RU,1684967228
548,nyala,12.05,24.8833,30.79,21,0,2.07,SD,1684967229
549,sibu,2.3,111.8167,24.17,94,20,0.0,MY,1684967229
550,poronaysk,49.2167,143.1167,13.31,67,75,1.13,RU,1684967229
551,bakanas,44.8081,76.2772,16.45,29,0,2.25,KZ,1684967229
552,rawson,-43.3002,-65.1023,12.97,32,100,3.54,AR,1684967229
553,dedougou,12.4667,-3.4667,34.49,33,44,3.81,BF,1684967230
554,thinadhoo,0.5333,72.9333,28.13,76,99,3.59,MV,1684967230
555,thunder bay,48.4001,-89.3168,11.99,19,75,4.63,CA,1684967230
556,san luis de la loma,17.2706,-100.8939,31.21,60,99,4.6,MX,1684967230
557,valparaiso,-33.0393,-71.6273,16.67,81,0,2.57,CL,1684967106
558,san matias,-16.3667,-58.4,25.14,61,100,1.86,BO,1684967231
